Date,Food,Clths,Durbl,Chems,Cnsum,Cnstr,Steel,FabPr,Machn,Cars,Trans,Utils,Rtail,Finan,Other,Mkt,RF
1975-11-01,   3.22,   6.69,   3.21,   2.03,   5.13,   3.27,   1.64,   0.46,   3.63,   3.59,   3.36,   3.16,   5.12,   4.82,   4.15,   2.65   0.41,   0.41
1975-12-01,  -1.97,  -1.06,  -2.20,   0.02,  -5.68,   0.73,   2.14,  -3.61,  -1.28,   1.71,   0.31,   1.35,  -3.47,  -0.45,  -1.51,  -1.60   0.48,   0.48
1976-01-01,   8.90,  21.56,  14.92,  19.95,   7.20,  17.96,  21.23,  18.17,  17.99,  13.11,  15.61,   8.31,   7.93,  12.19,  13.73,  12.15   0.47,   0.47
1976-02-01,  -3.04,   4.68,  -0.39,   2.52,  -5.89,   5.95,   5.22,   3.63,   2.00,   5.55,   5.98,  -3.55,   4.29,   1.95,   2.12,   0.31   0.34,   0.34
1976-03-01,   0.64,   3.10,   1.84,  -3.61,   5.84,   2.83,  -0.04,   0.24,   2.15,   5.47,   0.90,   1.45,   3.90,   3.22,   1.63,   2.32   0.40,   0.40
1976-04-01,  -1.29,  -3.05,  -4.91,   0.09,  -3.59,  -0.02,   1.38,  -0.98,  -2.29,   1.83,   1.23,   0.63,  -5.12,  -2.62,  -0.46,  -1.49   0.42,   0.42
1976-05-01,  -1.00,  -7.14,  -3.16,  -2.70,  -2.38,  -3.95,   0.49,   1.15,   0.80,  -2.71,   1.87,  -1.47,  -6.65,  -2.14,  -2.23,  -1.34   0.37,   0.37
1976-06-01,   5.49,   0.95,   5.24,  -0.52,   4.62,   3.85,   4.71,   8.93,   7.66,   2.26,   7.00,   4.26,   1.46,   6.45,   3.51,   4.06   0.43,   0.43
1976-07-01,   1.77,  -1.63,  -3.17,  -2.25,  -0.12,  -2.05,  -2.46,  -2.10,  -2.38,  -0.35,  -1.29,   2.82,  -2.35,   1.16,   0.10,  -1.06   0.47,   0.47
1976-08-01,  -0.47,  -3.04,  -1.18,  -3.37,   1.82,  -1.10,  -3.66,  -1.81,  -1.57,  -0.55,  -2.37,   2.97,   3.73,  -0.17,   0.83,  -0.57   0.42,   0.42
1976-09-01,   0.19,   0.96,  -0.73,   0.32,   3.23,   2.86,   1.69,   3.28,   2.33,   5.94,   1.15,   4.08,   0.37,   0.55,   2.29,   2.06   0.44,   0.44
1976-10-01,  -2.29,  -1.04,  -2.88,  -2.42,  -2.65,   0.17,  -5.98,  -4.22,  -4.14,  -0.75,  -4.43,  -0.81,  -0.53,   0.65,  -1.52,  -2.42   0.41,   0.41
1976-11-01,   0.37,   6.94,  -1.44,  -5.14,  -6.23,   3.57,  -0.12,   0.51,   1.33,  -0.22,   4.21,   3.15,   5.08,   1.76,   1.73,   0.36   0.40,   0.40
1976-12-01,   4.63,   6.24,   4.74,  10.18,   5.28,   8.12,   7.14,   7.49,   4.14,  10.64,   5.39,   6.50,   1.54,   8.89,   5.48,   5.65   0.40,   0.40
1977-01-01,  -5.02,  -0.63,  -7.98,  -5.73,  -8.07,  -4.82,  -3.25,   0.67,  -4.14,  -3.44,  -2.61,   0.84,  -8.09,  -4.59,  -3.08,  -4.03   0.36,   0.36
1977-02-01,  -0.65,  -4.60,  -2.58,  -0.76,  -0.36,  -1.66,  -0.57,  -0.29,  -0.25,  -3.64,  -2.23,  -3.42,  -1.66,  -1.64,  -0.63,  -1.94   0.35,   0.35
1977-03-01,  -1.22,  -0.98,  -3.91,  -0.41,  -2.24,   0.00,   0.60,   3.88,   1.04,  -5.00,  -0.14,   0.18,  -3.43,  -0.53,  -0.53,  -1.35   0.38,   0.38
1977-04-01,  -0.20,   2.30,  -1.06,  -0.54,  -2.95,   2.29,   0.91,   3.07,  -1.94,   2.39,   4.29,   1.94,  -3.70,   2.33,   0.75,   0.15   0.38,   0.38
1977-05-01,  -0.89,  -4.57,  -3.74,  -3.71,  -1.77,  -2.94,  -5.82,   0.41,  -1.54,  -0.05,   1.42,   1.67,  -3.33,  -0.64,  -0.22,  -1.47   0.37,   0.37
1977-06-01,   4.09,   6.08,   5.05,  -0.01,   7.62,   4.29,  -0.04,   4.16,   6.39,   4.27,   4.77,   5.71,   6.53,   6.01,   4.84,   4.72   0.40,   0.40
1977-07-01,   1.88,  -1.20,  -2.22,  -3.25,  -0.76,  -3.33,  -7.41,  -2.40,  -1.62,  -2.52,  -2.09,   0.87,   0.20,   0.44,  -1.31,  -1.69   0.42,   0.42
1977-08-01,  -0.05,  -0.28,   1.33,  -3.03,   3.59,  -1.93,  -5.27,   0.94,   0.01,  -0.43,  -3.51,  -3.25,   5.35,  -1.22,  -1.46,  -1.76   0.44,   0.44
1977-09-01,   0.62,   1.74,  -0.95,  -0.25,  -1.20,  -0.82,  -5.75,   0.12,  -1.17,   3.77,  -2.14,   2.01,  -0.77,  -0.01,   1.06,  -0.27   0.43,   0.43
1977-10-01,  -4.50,  -2.59,  -7.57,  -3.12,  -3.20,  -2.54,  -0.01,  -3.38,  -3.59,  -4.61,  -3.84,  -3.15,  -3.16,  -4.80,  -4.03,  -4.39   0.49,   0.49
1977-11-01,   3.62,   8.10,   1.70,   2.77,   5.41,   7.77,   1.49,   4.33,   5.50,   1.74,   7.34,   4.29,   5.37,   5.84,   4.77,   4.00   0.50,   0.50
1977-12-01,  -0.21,   0.02,  -0.49,   1.43,  -0.38,   0.39,   4.42,   0.42,   2.33,  -0.92,   1.25,  -0.33,  -2.03,  -0.09,   1.45,   0.27   0.49,   0.49
1978-01-01,  -4.76,  -3.95,  -7.14,  -6.39,  -3.47,  -6.09,  -4.56,  -3.73,  -4.92,  -6.68,  -3.31,  -4.54,  -7.18,  -6.00,  -5.28,  -6.00   0.49,   0.49
1978-02-01,   0.07,   1.26,  -3.19,  -4.85,  -2.31,   0.03,  -3.82,  -0.37,  -3.05,   1.74,   0.22,  -0.42,  -0.73,   0.06,   0.50,  -1.39   0.46,   0.46
1978-03-01,   2.74,   5.72,   4.23,   4.03,   3.09,   5.52,   6.15,   5.77,  -0.25,   6.62,   6.96,   2.48,   2.12,   5.18,   4.24,   2.85   0.53,   0.53
1978-04-01,   6.27,   6.38,  13.82,  10.90,   9.61,   9.92,   8.88,   6.46,  13.20,   8.26,  10.56,   0.18,  11.52,   9.97,   7.10,   7.87   0.54,   0.54
1978-05-01,   4.46,   3.45,   5.19,   0.14,   4.61,   3.81,   3.41,   2.29,   2.93,  -1.52,   5.89,   0.71,   0.57,   1.32,   2.31,   1.76   0.51,   0.51
1978-06-01,   0.47,  -2.34,  -2.67,  -2.56,   0.30,  -1.58,  -6.16,   0.72,  -0.45,  -2.79,   1.10,   0.83,  -2.17,  -0.55,  -0.47,  -1.69   0.54,   0.54
1978-07-01,   2.55,   2.57,   8.67,   5.46,   7.24,   8.07,   8.14,   5.84,   8.22,   3.88,  12.95,   2.82,   5.09,   5.21,   5.38,   5.12   0.56,   0.56
1978-08-01,   3.31,   7.90,   3.24,   4.75,   0.72,   9.39,   0.47,   5.25,   5.16,   2.90,   4.27,   0.45,   5.15,   5.58,   5.39,   3.78   0.56,   0.56
1978-09-01,  -0.64,   0.30,  -2.97,  -0.17,  -2.28,  -2.32,   1.26,  -3.69,  -3.43,   0.56,  -4.90,  -0.25,  -2.68,  -0.89,  -1.13,  -1.44   0.62,   0.62
1978-10-01, -10.71, -16.92, -10.83,  -9.45, -10.12, -16.69, -11.96, -13.12, -11.28, -10.57, -16.99,  -7.10, -13.50, -11.44, -11.27, -11.90   0.68,   0.68
1978-11-01,   1.75,   3.80,   3.19,   1.01,   3.90,   1.38,   1.24,   2.83,   4.26,   0.76,   5.75,   3.00,   1.99,   1.74,   4.10,   2.71   0.70,   0.70
1978-12-01,   1.51,   0.20,   0.25,  -0.09,   3.33,   1.03,   0.21,   2.17,   6.10,  -0.28,   0.86,  -1.25,  -1.26,   1.37,   0.73,   0.87   0.78,   0.78
1979-01-01,   3.42,   9.50,   4.58,   6.49,   0.93,   8.69,  13.51,   6.06,   4.32,   5.01,   4.43,   6.37,   5.65,   5.30,   5.80,   4.22   0.77,   0.77
1979-02-01,  -3.86,  -1.82,  -4.55,  -2.30,  -4.38,  -2.88,  -3.57,  -5.34,  -3.20,  -3.61,  -8.26,  -1.64,  -4.96,  -3.33,  -2.89,  -3.56   0.73,   0.73
1979-03-01,   2.91,   8.83,   6.47,   9.72,   3.97,   8.59,   8.93,   6.35,   7.49,   6.78,   8.61,   2.32,   5.79,   7.41,   5.06,   5.67   0.81,   0.81
1979-04-01,  -0.07,   0.31,   1.43,  -2.03,   0.58,   2.63,  -0.69,   1.34,   0.17,   2.19,   0.08,  -2.75,   1.21,   1.47,   0.01,  -0.07   0.80,   0.80
1979-05-01,  -1.74,  -0.42,  -2.31,  -2.96,  -3.10,  -1.81,  -2.60,   0.71,  -1.61,  -0.98,  -1.88,   1.44,  -2.62,   0.18,  -1.16,  -2.20   0.82,   0.82
1979-06-01,   3.43,   1.96,   2.12,   3.81,   3.39,   4.43,   2.16,   5.41,   1.91,   2.53,   3.98,   4.97,   2.42,   8.74,   3.49,   3.84   0.81,   0.81
1979-07-01,   0.94,   1.67,   0.68,   3.91,   0.48,   2.78,   4.45,   4.91,  -0.61,   1.19,   5.83,   2.07,   1.16,   3.27,   1.15,   0.83   0.77,   0.77
1979-08-01,   7.29,   7.02,   5.53,   6.76,   8.85,   9.87,   7.21,   7.97,   5.75,   5.61,   9.09,   2.05,   9.19,   5.00,   5.08,   5.54   0.77,   0.77
1979-09-01,  -1.71,  -1.58,  -3.57,   2.80,  -1.53,  -0.06,   2.51,  -1.15,  -1.53,   2.51,  -2.05,  -2.19,  -1.69,  -1.12,  -1.51,  -0.83   0.83,   0.83
1979-10-01,  -8.55,  -9.11,  -7.40,  -8.02,  -4.80, -10.30, -11.62,  -6.97,  -7.99, -10.68,  -9.92,  -5.83,  -8.89, -10.09,  -7.57,  -8.10   0.87,   0.87
1979-11-01,   5.32,   6.00,   0.90,   6.12,   6.48,   6.30,   0.74,   6.16,   7.71,  -3.42,   9.42,   7.78,   2.54,   6.34,   5.38,   5.22   0.99,   0.99
1979-12-01,   2.47,   6.10,   4.07,   5.58,   1.30,   4.39,   8.25,   5.35,   2.38,   0.88,   6.21,  -1.01,   1.48,   1.75,   2.41,   1.78   0.95,   0.95
1980-01-01,   3.86,   2.77,   4.73,   3.98,  -2.30,   8.61,  17.58,   7.22,   7.74,  10.76,  15.87,   1.55,   0.17,   2.11,   3.90,   5.50   0.80,   0.80
1980-02-01,  -5.29,  -0.90,  -5.29,  -1.61,  -4.03,  -2.12,   0.29,  -1.02,  -3.85,  -6.53,  -6.48,  -3.42,  -5.37,  -5.02,  -1.37,  -1.23   0.89,   0.89
1980-03-01,  -9.03,  -9.07,  -5.58, -12.07,  -2.80, -14.87, -18.49, -16.71, -12.77,  -9.56, -12.94,  -6.60,  -8.05,  -8.92,  -9.81, -12.90   1.21,   1.21
1980-04-01,   7.05,   3.38,   2.22,   4.84,   5.06,   4.03,   2.30,   3.95,   0.10,  -2.89,  -0.62,  12.04,   4.76,   6.88,   6.52,   3.95   1.26,   1.26
1980-05-01,   7.97,   3.79,   5.80,   7.51,   8.07,   8.87,   5.20,   5.70,   4.88,   3.13,   5.87,   4.60,  10.26,   7.87,   6.33,   5.26   0.81,   0.81
1980-06-01,   2.31,   3.35,   2.70,   2.07,   0.34,   4.98,   2.41,   5.22,   3.86,   2.08,   1.14,   4.55,   2.35,   4.83,   1.82,   2.98   0.61,   0.61
1980-07-01,   5.83,  13.55,   9.79,   8.74,   8.47,  12.80,  12.74,   9.99,  14.59,  12.67,  14.03,  -0.12,  10.62,   3.20,   7.50,   6.51   0.53,   0.53
1980-08-01,   0.66,   2.95,   2.22,   2.88,  -0.71,   1.33,   1.12,   2.18,   2.42,   3.14,   1.15,  -1.17,   0.46,   1.84,   4.21,   1.75   0.64,   0.64
1980-09-01,  -0.22,   1.74,   1.98,   1.71,   0.89,   1.66,   4.58,   3.81,   2.61,   1.49,   3.08,   0.12,  -0.45,   2.56,   1.97,   2.19   0.75,   0.75
1980-10-01,  -0.94,   1.24,   2.15,  -1.28,  -1.60,   2.98,  -1.03,   5.35,   2.11,  -5.54,   1.77,   1.92,  -1.47,   0.10,   1.00,   1.04   0.95,   0.95
1980-11-01,   0.07,   1.09,   7.91,   8.62,   5.78,   7.19,   5.61,  10.77,  10.64,  -1.17,  14.96,   7.39,   0.67,   5.61,   7.66,   9.60   0.96,   0.96
1980-12-01,   1.84,  -1.94,  -2.38,  -1.91,   3.88,  -3.91,  -4.35,  -2.57,  -2.22,  -0.27,  -0.65,  -1.92,   0.53,   3.11,  -0.81,  -4.46   1.31,   1.31
1981-01-01,   2.69,   7.59,  -1.61,   1.50,  -1.18,  -2.44,   0.71,  -4.31,  -7.40,  -1.83,  -2.91,  -2.56,   1.49,  -2.74,  -2.01,  -5.06   1.04,   1.04
1981-02-01,   2.29,   1.91,   8.21,   4.00,   3.15,   3.94,   2.60,   1.66,   1.48,   6.52,  -0.71,  -1.27,   3.88,   1.90,   2.75,   0.61   1.07,   1.07
1981-03-01,   6.90,   7.31,   4.41,   2.36,   4.59,   7.74,  19.94,   8.47,   4.48,   8.12,   7.83,   3.00,  13.22,   6.96,   5.65,   3.67   1.21,   1.21
1981-04-01,  -0.08,   1.52,  -0.76,  -2.33,   2.56,  -1.71,  -1.61,  -1.98,  -0.19,   2.18,   1.90,  -2.69,   3.90,   0.64,   2.58,  -2.16   1.08,   1.08
1981-05-01,   2.44,   1.31,   0.50,  -1.81,   1.44,   0.46,  -0.50,   0.94,   2.65,   3.42,   2.62,   1.84,   3.14,   2.75,   3.94,   0.13   1.15,   1.15
1981-06-01,  -0.51,   0.89,  -3.04,   2.70,  -2.50,  -1.67,  -5.40,  -3.48,  -5.65,  -3.20,  -5.31,   3.46,  -1.23,   1.70,  -3.07,  -2.34   1.35,   1.35
1981-07-01,  -1.51,  -0.80,  -2.84,  -5.09,  -2.84,  -4.14,   0.14,  -0.01,  -2.77,  -2.98,  -5.60,   2.80,  -3.26,  -3.10,  -1.94,  -1.55   1.24,   1.24
1981-08-01,  -4.66,  -5.66,  -7.07,  -7.17,  -5.19,  -5.22,  -7.40,  -5.61,  -6.77,  -9.14,  -9.57,  -0.85,  -6.31,  -5.19,  -5.68,  -7.02   1.28,   1.28
1981-09-01,  -1.89,  -2.92,  -3.24,  -8.53,  -1.30, -10.11,  -9.44,  -7.54,  -5.96,  -3.71,  -5.52,  -5.54,  -2.19,  -2.49,  -3.10,  -7.19   1.24,   1.24
1981-10-01,   8.60,   2.95,   1.14,   5.42,   6.17,   1.38,   1.37,   7.56,   3.81,  -9.04,   8.63,   4.89,   6.21,   7.49,   6.98,   4.92   1.21,   1.21
1981-11-01,   2.03,   0.25,   6.06,   3.80,   3.74,   6.40,   4.40,  -0.74,   3.36,   3.01,   1.64,   5.95,   0.94,   5.64,   3.97,   3.40   1.07,   1.07
1981-12-01,   0.10,  -1.41,  -0.76,  -1.75,  -1.68,  -2.61,  -2.68,  -0.77,  -0.55,   3.03,  -1.94,  -2.35,  -1.89,  -3.86,  -2.27,  -3.63   0.87,   0.87
1982-01-01,  -0.51,  -0.29,   3.71,  -4.29,   2.45,  -7.21,  -8.86,  -2.80,   1.23,  -0.62,  -3.68,  -0.67,   1.00,  -2.12,  -1.70,  -3.23   0.80,   0.80
1982-02-01,  -0.73,  -4.10,  -3.79,  -6.38,  -2.22,  -7.21,  -4.72,  -5.35,  -5.82,  -2.76,  -5.27,  -0.34,  -0.80,  -2.97,  -4.15,  -5.86   0.92,   0.92
1982-03-01,   3.44,   0.55,   2.39,  -1.20,  -1.23,  -2.69,  -5.15,  -6.24,  -3.53,   4.23,   0.39,   1.66,   5.79,  -1.01,  -0.13,  -1.82   0.98,   0.98
1982-04-01,   6.79,   7.90,   1.18,   5.21,   6.41,   2.31,   1.60,   3.01,   5.78,   5.01,   5.03,   3.85,   5.82,   3.16,   3.54,   3.24   1.13,   1.13
1982-05-01,  -2.41,  -1.18,  -2.28,  -4.35,  -3.21,  -6.31,  -7.00,  -2.19,  -5.71,  -0.38,  -5.85,  -0.54,  -2.81,  -5.54,  -3.21,  -3.93   1.06,   1.06
1982-06-01,   1.99,   0.80,   2.51,  -4.74,  -0.62,  -2.73,  -6.87,  -5.92,  -2.53,   2.63,  -0.32,  -2.21,   3.63,  -2.58,  -1.55,  -3.08   0.96,   0.96
1982-07-01,   1.95,  -0.46,   1.92,  -3.96,  -0.66,  -3.12,  -4.57,  -2.56,   0.19,  -3.85,  -1.76,  -2.59,   0.69,  -3.00,  -0.60,  -3.20   1.05,   1.05
1982-08-01,   6.94,  10.73,  11.67,  15.36,  11.83,  17.86,  13.49,   9.58,  12.96,  16.22,  16.68,  12.08,  11.64,  11.49,  11.08,  11.23   0.76,   0.76
1982-09-01,   3.79,   8.38,   0.10,  -0.27,   2.30,  -0.57,  -5.23,  -0.70,  -0.43,  -1.35,  -1.39,   1.07,   4.88,   5.99,   2.06,   1.31   0.51,   0.51
1982-10-01,   7.24,  14.08,  12.79,  12.81,   9.07,  18.41,   9.29,  14.67,  14.63,  16.86,  16.03,   4.73,  16.64,  15.17,  13.74,  11.30   0.59,   0.59
1982-11-01,   5.42,   8.33,   9.25,   2.94,   3.31,  11.71,   3.64,   5.53,   9.64,   7.89,   7.33,   0.12,  11.11,   6.45,   7.68,   4.68   0.63,   0.63
1982-12-01,   0.67,   1.72,  -2.22,  -2.38,  -0.73,   2.98,   5.72,  -2.57,   3.91,   5.29,   1.17,   4.34,  -2.84,  -2.35,   0.11,   0.56   0.67,   0.67
1983-01-01,  -0.11,   0.04,   5.22,   9.99,   1.78,   2.07,   8.14,   6.42,   7.91,   2.36,   6.96,   3.67,   0.39,   0.57,   5.40,   3.59   0.69,   0.69
1983-02-01,   1.62,   8.58,   6.79,   4.48,   1.89,   4.34,   3.87,   4.94,   2.93,   1.71,   5.53,   1.59,   7.96,   5.42,   3.75,   2.59   0.62,   0.62
1983-03-01,   6.04,  11.47,  -2.44,   0.68,   4.25,   5.80,   2.93,   2.08,   0.43,  -0.56,   4.02,   0.25,   9.86,   6.82,   2.70,   2.81   0.63,   0.63
1983-04-01,   5.03,   8.34,   6.02,   8.91,   5.19,   5.55,   3.05,   5.01,   6.95,  15.45,   4.99,   4.78,   9.15,   9.17,   6.77,   6.66   0.71,   0.71
1983-05-01,  -0.91,   0.92,  -4.38,   4.47,  -4.12,   2.85,   9.62,   4.87,   3.04,  -1.88,   3.30,   2.54,   0.02,   0.56,   1.33,   0.51   0.69,   0.69
1983-06-01,   1.90,   8.59,   5.20,   1.04,   5.06,  -0.14,  -2.00,   1.35,   5.75,  12.53,   7.62,  -0.55,   5.84,   0.36,   2.97,   3.07   0.67,   0.67
1983-07-01,  -2.31,  -4.36,  -5.15,   0.03,  -3.55,  -3.93,  -0.82,   0.18,  -4.76,  -1.93,  -4.95,   1.02,  -2.18,  -2.83,  -5.25,  -4.06   0.74,   0.74
1983-08-01,   1.82,  -4.48,  -1.08,   6.99,   1.08,  -4.37,   7.50,  -1.50,  -0.67,  -3.62,  -3.91,   1.52,  -5.26,   0.72,  -1.51,  -0.50   0.76,   0.76
1983-09-01,   5.49,   1.54,   2.80,  -0.46,   3.28,   3.35,  -2.26,   0.68,   2.77,   4.87,   3.51,   4.66,   2.10,   1.95,   2.13,   0.92   0.76,   0.76
1983-10-01,   2.21,  -4.51,  -2.08,  -3.08,   0.88,  -4.82,  -5.20,  -0.55,  -5.56,   1.46,  -0.51,   3.05,  -0.74,  -3.00,  -5.75,  -3.43   0.76,   0.76
1983-11-01,   2.48,   3.70,   8.78,   2.76,  -0.64,   7.39,   9.54,   6.32,   2.39,  -0.12,   7.66,  -1.64,   4.37,   3.99,   4.10,   2.17   0.70,   0.70
1983-12-01,  -0.56,  -3.00,   1.22,  -3.15,  -2.87,  -1.21,   1.08,  -0.96,   1.44,   1.23,  -0.99,  -3.64,  -5.76,  -0.76,  -1.83,  -1.77   0.73,   0.73
1984-01-01,   0.36,  -6.44,  -6.50,  -4.04,   0.26,  -3.81,  -1.96,  -2.33,  -4.95,  -3.35,  -3.38,   1.44,  -6.27,  -0.45,  -2.16,  -1.92   0.76,   0.76
1984-02-01,  -4.17,  -3.60,  -5.67,  -7.26,  -2.73,  -5.86,  -7.64,  -7.58,  -5.86,  -6.69,  -7.29,  -3.34,  -4.44,  -4.59,  -5.12,  -4.77   0.71,   0.71
1984-03-01,   1.17,   0.13,   2.07,   5.95,   0.05,   4.34,   5.73,   3.66,   2.39,  -2.55,  -0.77,  -0.31,   0.80,   2.08,   0.15,   0.65   0.73,   0.73
1984-04-01,   0.50,   0.02,   0.23,   1.21,   0.76,  -2.75,  -5.57,   1.40,   0.10,   1.50,  -1.07,  -0.50,   0.85,  -1.17,   0.47,  -0.51   0.81,   0.81
1984-05-01,  -1.90,  -5.52,  -3.48,  -7.07,  -3.39,  -8.98,  -9.50,  -4.66,  -6.41,  -5.20,  -3.94,  -0.83,  -5.01,  -7.40,  -5.36,  -5.98   0.78,   0.78
1984-06-01,   6.51,   4.11,   1.70,   0.30,   5.62,   1.38,  -1.50,  11.15,   1.09,   3.28,   5.77,   0.44,   7.91,   2.28,   6.33,   1.81   0.75,   0.75
1984-07-01,  -0.99,  -5.54,   0.29,  -2.08,  -3.29,  -3.00,  -9.02,  -2.44,  -1.33,   4.39,   0.33,  -0.01,   1.22,  -0.68,  -1.63,  -2.72   0.82,   0.82
1984-08-01,   7.37,   9.43,   9.16,  13.52,   8.02,  12.68,  14.02,  10.39,  13.65,   9.52,  12.30,   7.78,   9.07,  10.91,  11.07,  10.27   0.83,   0.83
1984-09-01,   2.47,  -1.47,  -2.93,  -3.20,  -1.23,   0.73,  -3.40,  -2.35,  -3.36,   2.54,  -0.87,   4.86,   0.08,   3.22,  -1.86,  -0.80   0.86,   0.86
1984-10-01,   2.17,  -0.27,   0.64,  -1.15,   2.95,   0.33,  -1.83,   0.87,  -0.60,   2.97,   4.56,   3.35,  -1.00,   1.25,  -0.66,  -0.84   1.00,   1.00
1984-11-01,  -0.30,  -0.28,  -1.55,  -0.42,   0.42,  -0.07,  -1.19,  -2.08,  -3.15,  -3.00,  -3.20,   3.06,  -3.21,   0.29,  -1.56,  -1.77   0.73,   0.73
1984-12-01,   2.40,   0.91,   2.72,   0.61,   2.99,   1.91,   2.21,   2.44,   2.33,   4.85,   4.13,   2.65,  -0.01,   4.49,   3.32,   1.85   0.64,   0.64
1985-01-01,   1.94,  11.59,   9.89,   7.06,   4.41,  12.60,  10.61,   5.54,  12.14,   8.84,   9.93,   2.40,  12.41,   8.88,  10.27,   7.97   0.65,   0.65
1985-02-01,   5.36,   2.36,   0.33,   2.45,   4.20,   0.01,  -0.43,   2.84,  -1.35,  -2.38,   3.92,   1.37,   2.64,   2.17,   1.97,   1.22   0.58,   0.58
1985-03-01,   6.17,  -0.21,  -4.26,  -2.28,   3.09,  -4.61,  -3.39,  -3.38,  -6.17,  -4.84,  -3.43,   6.13,  -0.50,   0.09,   1.01,  -0.83   0.62,   0.62
1985-04-01,  -1.34,  -0.66,  -1.22,   0.78,  -2.72,  -0.95,  -4.98,  -4.21,  -3.27,  -4.24,  -3.32,   1.60,   0.22,   2.58,  -0.46,  -0.96   0.72,   0.72
1985-05-01,  10.67,   8.35,   4.77,   7.84,   6.97,   6.02,   1.71,   4.98,   3.43,   6.98,  10.23,   5.38,  11.16,   6.20,   5.44,   5.07   0.66,   0.66
1985-06-01,   3.44,   1.91,   2.02,   1.52,   1.87,   0.84,  -0.74,   1.54,  -0.93,   1.13,   1.88,   3.62,   1.34,   2.99,   3.28,   1.27   0.55,   0.55
1985-07-01,  -2.29,   2.18,   2.55,   4.11,  -0.83,   2.94,   7.83,   2.60,   4.78,   1.25,   3.57,  -4.65,  -5.34,  -1.36,  -0.67,  -0.72   0.62,   0.62
1985-08-01,   2.38,   1.41,  -2.93,  -1.08,  -0.25,  -2.72,  -1.89,  -1.93,  -2.44,  -1.48,  -0.82,   1.92,  -0.39,  -0.25,  -0.85,  -1.01   0.55,   0.55
1985-09-01,   3.11,  -2.52,  -3.72,  -3.49,  -2.80,  -4.48,  -4.50,  -3.15,  -4.13,  -1.88,  -7.43,  -5.38,  -4.19,  -4.49,  -5.13,  -4.51   0.60,   0.60
1985-10-01,   4.24,   7.22,   0.55,   4.95,   4.82,   3.03,  -4.37,   3.66,   3.15,   2.06,   0.94,   6.33,   7.61,   7.67,   3.47,   4.00   0.65,   0.65
1985-11-01,   8.71,   6.89,  12.82,   6.22,  10.19,   8.62,   6.01,   8.88,   8.83,   7.57,   6.29,   4.10,   7.89,   7.63,   6.67,   6.46   0.61,   0.61
1985-12-01,   3.87,   3.97,   7.34,   6.72,   3.94,   4.85,   2.74,   5.10,   7.04,   4.98,   2.16,   4.98,   3.99,   4.96,   5.85,   3.88   0.65,   0.65
1986-01-01,   1.15,   4.97,   0.37,   1.80,   1.25,   2.43,   2.71,   2.31,   0.26,   4.33,   2.85,   3.79,   1.38,   3.50,   0.01,   0.65   0.56,   0.56
1986-02-01,   8.90,   9.98,  11.59,  12.15,   9.14,  11.96,   5.31,   7.30,   5.28,  11.06,   8.92,   6.59,   7.44,   8.64,   8.24,   7.14   0.53,   0.53
1986-03-01,   8.80,   7.21,   4.79,   6.82,  11.49,   9.99,   3.95,   1.77,   0.87,  11.19,   4.95,   3.98,   8.84,   5.85,   4.97,   4.91   0.60,   0.60
1986-04-01,   0.55,  -1.03,  -1.40,   2.20,   0.30,  -1.06,  -5.46,  -1.35,   2.52,  -6.29,  -3.20,  -3.93,   0.11,  -3.21,   1.26,  -1.28   0.52,   0.52
1986-05-01,   7.87,   7.61,   4.27,   5.82,   8.51,   5.20,   1.61,   3.63,   0.80,   3.98,   1.62,   3.63,  11.04,   5.00,   5.02,   4.62   0.49,   0.49
1986-06-01,   6.18,   4.51,  -0.59,   0.62,   7.23,  -0.47,  -3.34,  -2.44,  -4.53,  -0.17,  -0.34,   5.05,   4.68,   2.03,   2.23,   1.06   0.52,   0.52
1986-07-01,  -4.84,  -8.53,  -8.68,  -7.33,  -4.41,  -9.16, -16.34,  -7.94,  -8.02,  -8.50,  -9.07,   5.13,  -9.33,  -5.47,  -6.92,  -6.43   0.52,   0.52
1986-08-01,   1.82,   2.58,   6.06,   6.14,   3.17,   7.32,   9.93,   6.15,   7.51,   6.20,   5.76,   7.92,   1.21,   7.15,   5.84,   6.07   0.46,   0.46
1986-09-01, -11.39,  -8.71,  -8.76,  -4.97, -12.90,  -6.99,   4.84,  -3.80,  -6.82,  -7.79,  -2.52,  -9.11,  -8.62, -10.35,  -8.37,  -8.59   0.45,   0.45
1986-10-01,   9.84,   7.34,   7.33,   8.08,   8.98,   6.73,   3.76,   3.55,   0.16,   5.90,   3.81,   5.21,   7.84,   3.42,   6.62,   4.64   0.46,   0.46
1986-11-01,   0.37,   3.13,   7.24,   4.10,   2.29,   2.74,  -7.53,   1.21,   3.78,   2.57,   1.15,   0.55,   1.74,  -0.86,   1.12,   1.17   0.39,   0.39
1986-12-01,  -2.63,  -4.62,   0.25,  -3.88,  -0.18,  -2.98,  -2.31,  -5.01,  -3.22,  -5.52,  -5.04,  -3.30,  -6.56,  -2.35,  -2.70,  -3.26   0.49,   0.49
1987-01-01,  13.59,   9.96,  15.24,  15.09,  14.78,  16.88,  13.04,  11.72,  15.75,  19.61,   6.60,   9.30,  10.57,  10.42,  13.14,  12.45   0.42,   0.42
1987-02-01,   4.42,  11.27,   4.44,   5.27,   7.54,   3.81,   7.33,   8.05,   8.85,   2.84,   5.99,  -2.15,  11.45,   3.89,   4.98,   4.38   0.43,   0.43
